,gloss,video_id,frames_num
452,hearing,26972,61
453,hearing,26973,32
454,hearing,26974,45
455,hearing,26975,77
456,hearing,26976,77
457,hearing,26971,101
458,hearing,26980,56
459,kiss,31767,109
460,kiss,31750,27
461,kiss,31751,32
462,kiss,31752,26
463,kiss,31753,58
464,kiss,31755,33
465,kiss,31756,34
466,kiss,65996,61
467,kiss,31749,57
468,language,32156,43
469,language,32157,48
470,language,32158,45
471,language,32160,116
472,language,32163,37
473,language,66008,60
474,language,66007,53
475,language,32154,71
476,language,32167,93
477,language,32155,41
478,later,32337,102
479,later,32338,102
480,later,32320,82
481,later,32321,29
482,later,32322,35
483,later,32323,34
484,later,32324,39
485,later,32325,121
486,later,66015,49
487,later,32326,108
488,later,66014,60
489,later,32333,37
490,man,69395,76
491,man,34746,81
492,man,34733,87
493,man,34734,97
494,man,34736,31
495,man,34737,34
496,man,34738,155
497,man,66098,69
498,man,66099,60
499,man,66097,64
500,man,34732,72
501,man,34742,25
502,shirt,51057,100
503,shirt,51081,78
504,shirt,51056,99
505,shirt,51058,95
506,shirt,51059,115
507,shirt,51060,39
508,shirt,51061,77
509,shirt,51063,74
510,shirt,51064,97
511,shirt,51066,102
512,shirt,51067,50
513,shirt,51068,25
514,study,55364,35
515,study,55365,102
516,study,55366,73
517,study,55368,38
518,study,55369,101
519,study,66575,50
520,study,55361,148
521,study,55375,85
522,study,55362,109
523,study,55363,79
524,tall,56852,84
525,tall,56838,96
526,tall,56839,39
527,tall,56840,29
528,tall,56841,46
529,tall,56842,43
530,tall,56843,90
531,tall,56844,110
532,tall,66591,52
533,tall,56846,41
534,tall,66592,66
535,tall,56837,108
536,tall,56848,35
537,white,69533,75
538,white,63204,37
539,white,63205,79
540,white,63207,23
541,white,63208,37
542,white,63200,109
543,white,63214,72
544,white,63201,84
545,white,63202,72
546,white,63203,35
547,wrong,64087,78
548,wrong,64088,65
549,wrong,64090,25
550,wrong,64091,35
551,wrong,64084,90
552,wrong,64097,80
553,wrong,64085,60
554,wrong,64086,33
555,accident,00639,105
556,accident,00624,109
557,accident,00625,34
558,accident,00626,44
559,accident,00627,31
560,accident,00628,35
561,accident,00629,149
562,accident,00631,75
563,accident,00632,55
564,accident,65009,56
565,accident,00623,104
566,accident,00633,25
567,accident,00634,40
568,apple,69213,91
569,apple,03005,44
570,apple,03008,88
571,apple,65085,70
572,apple,65086,76
573,apple,65084,62
574,apple,02999,72
575,apple,03000,104
576,apple,03001,91
577,apple,03002,66
578,apple,03003,128
579,bird,69233,84
580,bird,06333,36
581,bird,06334,19
582,bird,06335,111
583,bird,06337,64
584,bird,65187,66
585,bird,06330,87
586,bird,06343,82
587,bird,06331,63
588,bird,06332,91
589,change,09966,72
590,change,09967,45
591,change,09950,69
592,change,09970,84
593,change,09953,88
594,change,09954,31
595,change,09955,75
596,change,09956,29
597,change,09957,99
598,change,09949,76
599,change,09960,98
600,change,09963,51
601,color,69274,107
602,color,11772,71
603,color,11773,55
604,color,11767,74
605,color,11780,90
606,color,11768,67
607,color,11769,43
608,color,11770,92
609,corn,69282,86
610,corn,13337,80
611,corn,13325,81
612,corn,13326,90
613,corn,13327,86
614,corn,13328,33
615,corn,13329,86
616,corn,65408,63
617,corn,65409,54
618,corn,13323,57
619,corn,13333,32
620,corn,13334,41
621,cow,69283,80
622,cow,13697,37
623,cow,13698,38
624,cow,13699,77
625,cow,13702,51
626,cow,13703,89
627,cow,13695,71
628,cow,13710,78
629,cow,13696,85
630,dance,14627,47
631,dance,65434,69
632,dance,14633,108
633,dance,14622,92
634,dance,14623,103
635,dance,14624,39
636,dance,14625,78
637,dark,69290,69
638,dark,14673,45
639,dark,14674,36
640,dark,14675,78
641,dark,14676,83
642,dark,14680,35
643,dark,65439,60
644,dark,65440,62
645,dark,14671,90
646,dark,14681,50
647,dark,14685,99
648,dark,14672,40
649,doctor,17015,109
650,doctor,17016,105
651,doctor,17017,85
652,doctor,17019,47
653,doctor,17020,54
654,doctor,65503,48
655,doctor,65504,48
656,doctor,17013,74
657,doctor,17026,103
658,doctor,17014,88
659,eat,69307,61
660,eat,18329,50
661,eat,65601,61
662,eat,18323,87
663,eat,18335,84
664,eat,18324,67
665,eat,18325,72
666,enjoy,19261,88
667,enjoy,19264,65
668,enjoy,65635,73
669,enjoy,19257,71
670,enjoy,19269,95
671,enjoy,19258,60
672,enjoy,19259,47
673,enjoy,19260,43
674,forget,65761,42
675,forget,22954,43
676,forget,22955,66
677,forget,22960,41
678,forget,22967,76
679,forget,22952,55
680,forget,22953,37
681,give,69343,92
682,give,24660,70
683,give,24638,30
684,give,24639,23
685,give,24640,35
686,give,24641,52
687,give,24636,92
688,give,24648,39
689,give,24649,71
690,give,24651,28
691,last,66010,52
692,last,32263,97
693,last,32248,28
694,last,32249,90
695,last,32250,57
696,last,32253,31
697,last,32254,33
698,last,32255,28
699,last,32246,97
700,last,32257,47
701,last,32260,94
702,last,32261,91
703,meet,35511,51
704,meet,35512,54
705,meet,35513,106
706,meet,35516,48
707,meet,35517,38
708,meet,35518,40
709,meet,66112,71
710,meet,35509,94
711,meet,35523,77
712,pink,69430,68
713,pink,42831,41
714,pink,42832,40
715,pink,42833,96
716,pink,42836,53
717,pink,66296,65
718,pink,42829,82
719,pink,42843,73
720,pink,42830,70
721,pizza,69431,75
722,pizza,42977,90
723,pizza,42958,73
724,pizza,42959,103
725,pizza,42960,30
726,pizza,42961,40
727,pizza,66297,54
728,pizza,42962,90
729,pizza,42956,64
730,pizza,42966,75
731,pizza,42967,43
732,pizza,42969,33
733,play,69433,73
734,play,43166,92
735,play,43170,88
736,play,43171,108
737,play,43173,44
738,play,43174,87
739,play,43179,78
740,play,43180,79
741,play,43167,72
742,play,43168,32
743,play,43169,53
744,school,69455,69
745,school,49602,32
746,school,49595,95
747,school,49606,87
748,school,49596,67
749,school,49597,34
750,school,49598,55
751,school,49599,86
752,school,49600,56
753,secretary,50037,119
754,secretary,50038,95
755,secretary,50039,36
756,secretary,50040,36
757,secretary,50041,115
758,secretary,50044,26
759,secretary,50045,74
760,secretary,66441,46
761,secretary,50046,35
762,secretary,50052,81
763,short,51221,100
764,short,51223,33
765,short,51224,30
766,short,51225,95
767,short,51226,77
768,short,51227,102
769,short,66469,38
770,short,51220,70
771,short,51231,44
772,short,51232,33
773,short,51233,42
774,short,51235,91
775,short,51236,96
776,time,69511,61
777,time,58502,60
778,time,58503,28
779,time,66644,76
780,time,58497,114
781,time,58508,76
782,time,58498,75
783,time,58499,77
784,want,69524,69
785,want,62246,75
786,want,62247,36
787,want,62248,51
788,want,62250,25
789,want,62251,38
790,want,62244,82
791,want,62259,84
792,want,62245,72
793,work,63806,72
794,work,63789,64
795,work,63790,80
796,work,63791,42
797,work,63792,51
798,work,63793,77
799,work,63795,39
800,work,66804,54
801,work,63788,127
802,work,63799,50
803,africa,01383,146
804,africa,01384,65
805,africa,01385,48
806,africa,01386,41
807,africa,01387,40
808,africa,01388,123
809,africa,01391,47
810,africa,65029,66
811,africa,01398,78
812,basketball,69225,92
813,basketball,05230,97
814,basketball,05231,33
815,basketball,05232,31
816,basketball,05233,119
817,basketball,05234,94
818,basketball,05238,41
819,basketball,65144,53
820,basketball,65145,47
821,basketball,05229,72
822,basketball,05239,48
823,basketball,05243,80
824,birthday,65192,62
825,birthday,06365,75
826,birthday,06359,58
827,birthday,06371,77
828,birthday,06360,89
829,birthday,06363,65
830,brown,69252,72
831,brown,07963,87
832,brown,07966,32
833,brown,65263,66
834,brown,07960,78
835,brown,07973,83
836,brown,07961,82
837,brown,07962,50
838,but,08429,41
839,but,08431,29
840,but,65278,60
841,but,08424,62
842,but,08437,85
843,but,08425,23
844,but,08426,86
845,cheat,10147,72
846,cheat,10166,94
847,cheat,10148,33
848,cheat,10149,41
849,cheat,65341,76
850,cheat,10151,33
851,cheat,65342,62
852,cheat,10157,53
853,cheat,10158,41
854,cheat,10159,57
855,city,69269,91
856,city,10895,127
857,city,10898,45
858,city,65362,60
859,city,65363,80
860,city,10892,195
861,city,10904,92
862,city,10893,58
863,city,10894,37
864,cook,13158,85
865,cook,13160,49
866,cook,13161,55
867,cook,13167,86
868,cook,13168,77
869,cook,13155,105
870,cook,13156,100
871,cook,13157,46
872,decide,15034,29
873,decide,15035,76
874,decide,15037,46
875,decide,15038,52
876,decide,65449,54
877,decide,65450,60
878,decide,15043,80
879,decide,15032,67
880,decide,15033,52
881,full,65792,42
882,full,23782,73
883,full,23771,92
884,full,23774,56
885,full,23775,50
886,full,23766,76
887,full,23776,38
888,full,23767,94
889,full,23768,26
890,full,23769,101
891,how,69370,90
892,how,28205,66
893,how,28210,27
894,how,28201,72
895,how,28211,32
896,how,28214,81
897,how,28202,79
898,how,28203,81
899,how,28204,92
900,jacket,30849,77
901,jacket,30831,67
902,jacket,30832,89
903,jacket,30833,36
904,jacket,30834,46
905,jacket,30835,67
906,jacket,30840,44
907,letter,66038,59
908,letter,32948,33
909,letter,32949,97
910,letter,32950,93
911,letter,32953,33
912,letter,32954,34
913,letter,32945,67
914,letter,32955,31
915,letter,32959,82
916,letter,32946,82
917,letter,32947,30
918,medicine,66111,72
919,medicine,35454,104
920,medicine,35455,121
921,medicine,35456,118
922,medicine,35458,49
923,medicine,35452,106
924,medicine,35467,85
925,medicine,35453,88
926,need,37886,45
927,need,37881,103
928,need,37894,83
929,need,37882,81
930,need,37883,56
931,need,37884,95
932,paint,40840,48
933,paint,40841,53
934,paint,40834,34
935,paint,40847,83
936,paint,40835,31
937,paint,40836,31
938,paint,40837,93
939,paper,41030,63
940,paper,41032,43
941,paper,41025,77
942,paper,41037,87
943,paper,41026,78
944,paper,41027,32
945,paper,41028,37
946,paper,41029,84
947,pull,69439,119
948,pull,45265,85
949,pull,45267,51
950,pull,66351,52
951,pull,45261,131
952,pull,45273,87
953,pull,45262,47
954,pull,45263,33
955,pull,45264,40
956,purple,69440,60
957,purple,45438,34
958,purple,66355,63
959,purple,45443,77
960,purple,45433,92
961,purple,45434,77
962,purple,45435,53
963,purple,45436,92
964,right,48105,83
965,right,48124,73
966,right,48126,79
967,right,48106,30
968,right,48107,34
969,right,48108,68
970,right,48109,77
971,right,48114,49
972,right,48115,39
973,same,49173,102
974,same,49175,37
975,same,49176,34
976,same,49178,87
977,same,49181,36
978,same,49182,29
979,same,49183,51
980,same,49188,80
981,same,49174,36
982,son,53273,33
983,son,53274,34
984,son,53275,41
985,son,66531,65
986,son,66532,59
987,son,53268,75
988,son,53279,80
989,son,53269,68
990,son,53270,46
991,son,53271,86
992,tell,57278,77
993,tell,57282,43
994,tell,57283,56
995,tell,57284,44
996,tell,57285,42
997,tell,57276,94
998,tell,57286,40
999,tell,57287,40
1000,tell,57291,82
1001,tell,57277,38
1002,thursday,58362,58
1003,thursday,58363,68
1004,thursday,58365,69
1005,thursday,58366,37
1006,thursday,66637,69
1007,thursday,66638,74
1008,thursday,66639,61
1009,thursday,66640,56
1010,thursday,58370,71
1011,thursday,58360,83
1012,thursday,58361,86
1013,visit,61807,49
1014,visit,61808,27
1015,visit,61809,25
1016,visit,61810,85
1017,visit,61812,62
1018,visit,66731,62
1019,visit,61819,112
1020,visit,61805,73
1021,visit,61806,53
1022,wait,62113,87
1023,wait,62098,83
1024,wait,62100,108
1025,wait,62101,31
1026,wait,62102,43
1027,wait,62103,90
1028,wait,62106,46
1029,wait,66740,64
1030,wait,62097,94
1031,wait,62107,71
1032,water,62505,68
1033,water,62506,48
1034,water,66752,49
1035,water,62499,122
1036,water,62510,85
1037,water,62500,111
1038,water,62501,66
1039,water,62502,92
1040,water,62503,83
1041,wife,63329,84
1042,wife,63332,49
1043,wife,66784,52
1044,wife,66785,59
1045,wife,63337,84
1046,wife,63326,99
1047,wife,63327,94
1048,wife,63328,61
1049,yellow,69545,65
1050,yellow,64266,45
1051,yellow,66819,54
1052,yellow,64271,87
1053,yellow,64261,73
1054,yellow,64262,75
1055,yellow,64263,55
1056,yellow,64264,89
1057,backpack,04618,53
1058,backpack,04619,42
1059,backpack,04620,144
1060,backpack,04624,55
1061,backpack,65123,50
1062,backpack,04616,37
1063,backpack,04631,96
1064,backpack,04617,29
1065,bar,65137,39
1066,bar,05103,96
1067,bar,05086,63
1068,bar,05087,44
1069,bar,05088,132
1070,bar,05089,96
1071,bar,05090,81
1072,bar,05095,84
1073,bar,05097,29
1074,bar,05098,28
1075,bar,05102,100
1076,brother,69251,77
1077,brother,07937,66
1078,brother,07938,104
1079,brother,07940,30
1080,brother,65262,71
1081,brother,07932,81
1082,brother,07943,87
1083,brother,07933,80
1084,brother,07934,61
1085,brother,07935,46
1086,brother,07936,48
1087,cat,69261,67
1088,cat,09528,49
1089,cat,09532,47
1090,cat,09533,62
1091,cat,65312,49
1092,cat,65313,61
1093,cat,09525,71
1094,cat,09538,92
1095,cat,09526,74
1096,check,65343,75
1097,check,10184,91
1098,check,10185,44
1099,check,10186,86
1100,check,10187,95
1101,check,10188,85
1102,check,10190,61
1103,check,10192,27
1104,check,10183,71
1105,check,10197,96
1106,check,10199,82
1107,class,69270,63
1108,class,10976,87
1109,class,65364,60
1110,class,10967,49
1111,class,10968,87
1112,class,10969,37
1113,class,10970,85
1114,class,10972,62
1115,class,10973,49
1116,cry,14190,72
1117,cry,14175,50
1118,cry,14176,31
1119,cry,14177,87
1120,cry,14180,32
1121,cry,14182,32
1122,cry,14183,25
1123,cry,65427,54
1124,cry,14174,87
1125,cry,14188,89
1126,different,16195,61
1127,different,16198,44
1128,different,65480,40
1129,different,16203,89
1130,different,16191,107
1131,different,16192,64
1132,different,16193,90
1133,different,16194,23
1134,door,17327,129
1135,door,17330,89
1136,door,65520,57
1137,door,17324,87
1138,door,17336,125
1139,door,17325,84
1140,door,17326,44
1141,green,69353,63
1142,green,65854,42
1143,green,25685,80
1144,green,25695,83
1145,green,25686,80
1146,green,25687,64
1147,green,25689,45
1148,hair,26173,89
1149,hair,26174,85
1150,hair,26158,97
1151,hair,26159,88
1152,hair,26162,39
1153,hair,26163,78
1154,hair,65870,68
1155,hair,26166,54
1156,hair,26157,62
1157,have,69360,65
1158,have,26773,26
1159,have,26766,48
1160,have,26779,68
1161,have,26767,45
1162,have,26768,61
1163,headache,26835,99
1164,headache,26836,88
1165,headache,26837,93
1166,headache,26839,45
1167,headache,26840,44
1168,headache,65881,55
1169,headache,26846,83
1170,headache,26833,87
1171,headache,26834,64
1172,inform,29648,25
1173,inform,29649,68
1174,inform,29655,49
1175,inform,65940,49
1176,inform,29646,100
1177,inform,29656,46
1178,inform,29657,72
1179,inform,29661,74
1180,inform,29647,66
1181,knife,31843,74
1182,knife,31844,29
1183,knife,31848,57
1184,knife,66000,59
1185,knife,31856,84
1186,knife,31842,76
1187,laugh,32398,94
1188,laugh,32379,39
1189,laugh,32380,39
1190,laugh,32381,31
1191,laugh,66016,64
1192,laugh,32382,35
1193,laugh,32383,34
1194,laugh,32386,98
1195,laugh,32377,102
1196,laugh,32388,49
1197,laugh,32389,57
1198,learn,32608,135
1199,learn,32612,33
1200,learn,66024,63
1201,learn,32604,70
1202,learn,32616,83
1203,learn,32605,84
1204,learn,32606,46
1205,learn,32607,57
1206,movie,37126,119
1207,movie,37125,76
1208,movie,37152,90
1209,movie,37127,78
1210,movie,37129,44
1211,rabbit,45837,86
1212,rabbit,45838,51
1213,rabbit,45839,53
1214,rabbit,45840,82
1215,rabbit,45842,52
1216,rabbit,45843,61
1217,rabbit,45851,82
1218,rabbit,45836,90
1219,read,46266,73
1220,read,46276,88
1221,read,46267,68
1222,read,46268,41
1223,read,46269,92
1224,read,46272,33
1225,red,69446,54
1226,red,46737,32
1227,red,46731,75
1228,red,46742,82
1229,red,46732,62
1230,red,46733,46
1231,red,46734,71
1232,room,48509,74
1233,room,48510,38
1234,room,48511,35
1235,room,48512,102
1236,room,48513,40
1237,room,48514,74
1238,room,48516,51
1239,room,66415,42
1240,room,66416,44
1241,room,48517,46
1242,room,48521,105
1243,run,48797,91
1244,run,48798,64
1245,run,48827,83
1246,run,48800,104
1247,run,48801,74
1248,run,48809,52
1249,run,48810,32
1250,show,66473,49
1251,show,51347,75
1252,show,51348,73
1253,show,51353,29
1254,show,51345,89
1255,show,51355,56
1256,show,51356,39
1257,show,51360,81
1258,show,51346,38
1259,sick,69470,73
1260,sick,51517,85
1261,sick,51502,77
1262,sick,51503,92
1263,sick,51504,109
1264,sick,51507,47
1265,sick,66475,46
1266,sick,51501,103
1267,snow,69481,105
1268,snow,52862,80
1269,snow,52863,105
1270,snow,66519,53
1271,snow,66518,61
1272,snow,52857,67
1273,snow,52867,81
1274,snow,52858,56
1275,snow,52859,28
1276,snow,52860,130
1277,take,69500,91
1278,take,56698,33
1279,take,56699,34
1280,take,56700,29
1281,take,56701,36
1282,take,56692,90
1283,take,56702,51
1284,take,56704,85
1285,take,56705,87
1286,take,56693,77
1287,take,56694,73
1288,tea,57082,51
1289,tea,57076,67
1290,tea,57087,88
1291,tea,57077,40
1292,tea,57078,38
1293,tea,57079,46
1294,tea,57080,85
1295,teacher,57044,56
1296,teacher,57045,50
1297,teacher,66593,69
1298,teacher,57039,68
1299,teacher,57051,92
1300,teacher,57040,39
1301,teacher,57041,98
1302,teacher,57042,72
1303,week,62746,28
1304,week,62747,51
1305,week,62748,35
1306,week,66759,47
1307,week,62740,74
1308,week,62752,75
1309,week,62741,79
1310,week,62742,34
1311,week,62743,78
1312,why,63283,47
1313,why,63284,53
1314,why,63285,96
1315,why,63287,26
1316,why,63288,35
1317,why,66781,51
1318,why,63289,55
1319,why,63292,72
1320,why,63280,121
1321,why,63281,74
1322,why,63282,27
1323,with,69539,89
1324,with,63596,90
1325,with,66795,53
1326,with,63587,121
1327,with,63588,81
1328,with,63589,55
1329,with,63590,78
1330,with,63592,52
1331,write,69544,83
1332,write,64060,85
1333,write,64061,61
1334,write,64065,37
1335,write,66815,58
1336,write,64056,85
1337,write,64068,91
1338,write,64057,79
1339,write,64058,75
1340,write,64059,31
1341,yesterday,64307,55
1342,yesterday,64308,40
1343,yesterday,64309,73
1344,yesterday,64311,47
1345,yesterday,66821,64
1346,yesterday,66822,62
1347,yesterday,64315,109
1348,yesterday,64304,61
1349,yesterday,64305,62
1350,yesterday,64306,65
1351,again,01466,49
1352,again,65032,56
1353,again,01460,71
1354,again,01471,75
1355,again,01461,82
1356,again,01462,42
1357,again,01463,106
1358,again,01464,75
1359,bad,69219,54
1360,bad,04709,66
1361,bad,04712,20
1362,bad,04713,79
1363,bad,04715,94
1364,bad,04717,32
1365,bad,65125,55
1366,bad,04708,71
1367,bad,04718,39
1368,bad,04723,86
1369,ball,69221,94
1370,ball,04850,89
1371,ball,04851,86
1372,ball,04852,103
1373,ball,04854,44
1374,ball,04858,37
1375,ball,65131,58
1376,ball,04849,56
1377,ball,04864,98
1378,bathroom,05299,85
1379,bathroom,05300,107
1380,bathroom,05303,59
